StringId,stage,tkid,bustupSprite,miniheadSprite
lord_tk5_799,,799,lwnprof_bustup_799,lwnprof_mini_799
lord_tk5_800,,800,lwnprof_bustup_800,lwnprof_mini_800
lord_tk5_801,,801,lwnprof_bustup_801,lwnprof_mini_801
lord_tk5_802,,802,lwnprof_bustup_802,lwnprof_mini_802
lord_tk5_803,,803,lwnprof_bustup_803,lwnprof_mini_803
lord_tk5_804,,804,lwnprof_bustup_804,lwnprof_mini_804
lord_tk5_805,,805,lwnprof_bustup_805,lwnprof_mini_805
lord_tk5_806,,806,lwnprof_bustup_806,lwnprof_mini_806
lord_tk5_807,,807,lwnprof_bustup_807,lwnprof_mini_807
lord_tk5_808,,808,lwnprof_bustup_808,lwnprof_mini_808
lord_tk5_809,,809,lwnprof_bustup_809,lwnprof_mini_809
lord_tk5_810,,810,lwnprof_bustup_810,lwnprof_mini_810
lord_tk5_811,,811,lwnprof_bustup_811,lwnprof_mini_811
lord_tk5_812,,812,lwnprof_bustup_812,lwnprof_mini_812
lord_tk5_813,,813,lwnprof_bustup_813,lwnprof_mini_813
lord_tk5_814,,814,lwnprof_bustup_814,lwnprof_mini_814
lord_tk5_815,,815,lwnprof_bustup_815,lwnprof_mini_815
lord_tk5_816,,816,lwnprof_bustup_816,lwnprof_mini_816
lord_tk5_817,,817,lwnprof_bustup_817,lwnprof_mini_817
lord_tk5_818,,818,lwnprof_bustup_818,lwnprof_mini_818
lord_tk5_819,,819,lwnprof_bustup_819,lwnprof_mini_819
lord_tk5_820,,820,lwnprof_bustup_820,lwnprof_mini_820
lord_tk5_821,,821,lwnprof_bustup_821,lwnprof_mini_821
lord_tk5_822,,822,lwnprof_bustup_822,lwnprof_mini_822
lord_tk5_823,,823,lwnprof_bustup_823,lwnprof_mini_823
lord_tk5_824,,824,lwnprof_bustup_824,lwnprof_mini_824
lord_tk5_825,,825,lwnprof_bustup_825,lwnprof_mini_825
lord_tk5_826,,826,lwnprof_bustup_826,lwnprof_mini_826
lord_tk5_827,,827,lwnprof_bustup_827,lwnprof_mini_827
lord_tk5_828,,828,lwnprof_bustup_828,lwnprof_mini_828
lord_tk5_829,,829,lwnprof_bustup_829,lwnprof_mini_829
lord_tk5_830,,830,lwnprof_bustup_830,lwnprof_mini_830
lord_tk5_831,,831,lwnprof_bustup_831,lwnprof_mini_831
lord_tk5_832,,832,lwnprof_bustup_832,lwnprof_mini_832
lord_tk5_833,,833,lwnprof_bustup_833,lwnprof_mini_833
lord_tk5_834,,834,lwnprof_bustup_834,lwnprof_mini_834
lord_tk5_835,,835,lwnprof_bustup_835,lwnprof_mini_835
lord_tk5_836,,836,lwnprof_bustup_836,lwnprof_mini_836
lord_tk5_837,,837,lwnprof_bustup_837,lwnprof_mini_837
lord_tk5_838,,838,lwnprof_bustup_838,lwnprof_mini_838
lord_tk5_839,,839,lwnprof_bustup_839,lwnprof_mini_839
lord_tk5_840,,840,lwnprof_bustup_840,lwnprof_mini_840
lord_tk5_841,,841,lwnprof_bustup_841,lwnprof_mini_841
lord_tk5_842,,842,lwnprof_bustup_842,lwnprof_mini_842
lord_tk5_843,,843,lwnprof_bustup_843,lwnprof_mini_843
lord_tk5_844,,844,lwnprof_bustup_844,lwnprof_mini_844
lord_tk5_845,,845,lwnprof_bustup_845,lwnprof_mini_845
lord_tk5_846,,846,lwnprof_bustup_846,lwnprof_mini_846
lord_tk5_847,,847,lwnprof_bustup_847,lwnprof_mini_847
lord_tk5_848,,848,lwnprof_bustup_848,lwnprof_mini_848
lord_tk5_849,,849,lwnprof_bustup_849,lwnprof_mini_849
lord_tk5_850,,850,lwnprof_bustup_850,lwnprof_mini_850
lord_tk5_851,,851,lwnprof_bustup_851,lwnprof_mini_851
lord_tk5_852,,852,lwnprof_bustup_852,lwnprof_mini_852
lord_tk5_853,,853,lwnprof_bustup_853,lwnprof_mini_853
lord_tk5_854,,854,lwnprof_bustup_854,lwnprof_mini_854
lord_tk5_855,,855,lwnprof_bustup_855,lwnprof_mini_855
lord_tk5_856,,856,lwnprof_bustup_856,lwnprof_mini_856
lord_tk5_857,,857,lwnprof_bustup_857,lwnprof_mini_857
lord_tk5_858,,858,lwnprof_bustup_858,lwnprof_mini_858
lord_tk5_859,,859,lwnprof_bustup_859,lwnprof_mini_859
template_ninja_male_01,青年,860,lwnprof_bustup_860,lwnprof_mini_860
template_ninja_male_01,,861,lwnprof_bustup_861,lwnprof_mini_861
template_ninja_male_01,,862,lwnprof_bustup_862,lwnprof_mini_862
template_ninja_male_01,,863,lwnprof_bustup_863,lwnprof_mini_863
template_kunoichi_01,,864,lwnprof_bustup_864,lwnprof_mini_864
template_ninja_male_01,,865,lwnprof_bustup_865,lwnprof_mini_865
template_ninja_male_01,,866,lwnprof_bustup_866,lwnprof_mini_866
template_ninja_male_01,,867,lwnprof_bustup_867,lwnprof_mini_867
template_ninja_male_01,,868,lwnprof_bustup_868,lwnprof_mini_868
template_ninja_male_01,,869,lwnprof_bustup_869,lwnprof_mini_869
template_ninja_male_01,,870,lwnprof_bustup_870,lwnprof_mini_870
template_ninja_male_01,,871,lwnprof_bustup_871,lwnprof_mini_871
template_ninja_male_01,,872,lwnprof_bustup_872,lwnprof_mini_872
template_ninja_male_01,,873,lwnprof_bustup_873,lwnprof_mini_873
template_ninja_male_01,,874,lwnprof_bustup_874,lwnprof_mini_874
template_ninja_male_01,,875,lwnprof_bustup_875,lwnprof_mini_875
template_ninja_male_01,,876,lwnprof_bustup_876,lwnprof_mini_876
template_ninja_male_01,,877,lwnprof_bustup_877,lwnprof_mini_877
template_ninja_male_01,,878,lwnprof_bustup_878,lwnprof_mini_878
template_ninja_male_01,,879,lwnprof_bustup_879,lwnprof_mini_879
template_ninja_male_01,,880,lwnprof_bustup_880,lwnprof_mini_880
template_ninja_male_01,,881,lwnprof_bustup_881,lwnprof_mini_881
template_ninja_male_01,,882,lwnprof_bustup_882,lwnprof_mini_882
template_ninja_male_01,,883,lwnprof_bustup_883,lwnprof_mini_883
template_ninja_male_01,,884,lwnprof_bustup_884,lwnprof_mini_884
template_ninja_male_01,,885,lwnprof_bustup_885,lwnprof_mini_885
template_ninja_male_01,,886,lwnprof_bustup_886,lwnprof_mini_886
template_ninja_male_01,壮年,887,lwnprof_bustup_887,lwnprof_mini_887
template_ninja_male_01,,888,lwnprof_bustup_888,lwnprof_mini_888
template_ninja_male_01,,889,lwnprof_bustup_889,lwnprof_mini_889
template_ninja_male_01,,890,lwnprof_bustup_890,lwnprof_mini_890
template_ninja_male_01,,891,lwnprof_bustup_891,lwnprof_mini_891
template_ninja_male_01,,892,lwnprof_bustup_892,lwnprof_mini_892
template_ninja_male_01,,893,lwnprof_bustup_893,lwnprof_mini_893
template_ninja_male_01,,894,lwnprof_bustup_894,lwnprof_mini_894
template_kunoichi_01,,895,lwnprof_bustup_895,lwnprof_mini_895
template_ninja_male_01,,896,lwnprof_bustup_896,lwnprof_mini_896
template_ninja_male_01,,897,lwnprof_bustup_897,lwnprof_mini_897
template_ninja_male_01,,898,lwnprof_bustup_898,lwnprof_mini_898
template_ninja_male_01,,899,lwnprof_bustup_899,lwnprof_mini_899
template_ninja_male_01,,900,lwnprof_bustup_900,lwnprof_mini_900
template_ninja_male_01,,901,lwnprof_bustup_901,lwnprof_mini_901
template_ninja_male_01,,902,lwnprof_bustup_902,lwnprof_mini_902
template_ninja_male_01,,903,lwnprof_bustup_903,lwnprof_mini_903
template_ninja_male_01,,904,lwnprof_bustup_904,lwnprof_mini_904
template_ninja_male_01,,905,lwnprof_bustup_905,lwnprof_mini_905
template_ninja_male_01,,906,lwnprof_bustup_906,lwnprof_mini_906
template_ninja_male_01,,907,lwnprof_bustup_907,lwnprof_mini_907
template_ninja_male_01,,908,lwnprof_bustup_908,lwnprof_mini_908
template_ninja_male_01,,909,lwnprof_bustup_909,lwnprof_mini_909
template_ninja_male_01,,910,lwnprof_bustup_910,lwnprof_mini_910
template_ninja_male_01,,911,lwnprof_bustup_911,lwnprof_mini_911
template_ninja_male_01,老年,912,lwnprof_bustup_912,lwnprof_mini_912
template_merchant_01,青年,913,lwnprof_bustup_913,lwnprof_mini_913
template_ninja_male_01,,914,lwnprof_bustup_914,lwnprof_mini_914
template_merchant_01,,915,lwnprof_bustup_915,lwnprof_mini_915
template_merchant_01,,916,lwnprof_bustup_916,lwnprof_mini_916
template_merchant_01,,917,lwnprof_bustup_917,lwnprof_mini_917
template_merchant_01,,918,lwnprof_bustup_918,lwnprof_mini_918
template_merchant_01,,919,lwnprof_bustup_919,lwnprof_mini_919
template_merchant_01,,920,lwnprof_bustup_920,lwnprof_mini_920
template_merchant_01,,921,lwnprof_bustup_921,lwnprof_mini_921
template_merchant_01,,922,lwnprof_bustup_922,lwnprof_mini_922
template_merchant_01,,923,lwnprof_bustup_923,lwnprof_mini_923
template_merchant_01,,924,lwnprof_bustup_924,lwnprof_mini_924
template_merchant_01,,925,lwnprof_bustup_925,lwnprof_mini_925
template_merchant_01,,926,lwnprof_bustup_926,lwnprof_mini_926
template_merchant_01,,927,lwnprof_bustup_927,lwnprof_mini_927
template_merchant_01,,928,lwnprof_bustup_928,lwnprof_mini_928
template_merchant_01,,929,lwnprof_bustup_929,lwnprof_mini_929
template_merchant_01,,930,lwnprof_bustup_930,lwnprof_mini_930
template_merchant_01,,931,lwnprof_bustup_931,lwnprof_mini_931
template_merchant_01,,932,lwnprof_bustup_932,lwnprof_mini_932
template_merchant_01,,933,lwnprof_bustup_933,lwnprof_mini_933
template_merchant_01,,934,lwnprof_bustup_934,lwnprof_mini_934
template_merchant_01,,935,lwnprof_bustup_935,lwnprof_mini_935
template_merchant_01,,936,lwnprof_bustup_936,lwnprof_mini_936
template_merchant_01,,937,lwnprof_bustup_937,lwnprof_mini_937
template_merchant_01,,938,lwnprof_bustup_938,lwnprof_mini_938
template_merchant_01,,939,lwnprof_bustup_939,lwnprof_mini_939
template_merchant_01,,940,lwnprof_bustup_940,lwnprof_mini_940
template_merchant_01,,941,lwnprof_bustup_941,lwnprof_mini_941
template_merchant_01,,942,lwnprof_bustup_942,lwnprof_mini_942
template_merchant_01,壮年,943,lwnprof_bustup_943,lwnprof_mini_943
template_merchant_01,,944,lwnprof_bustup_944,lwnprof_mini_944
template_merchant_01,,945,lwnprof_bustup_945,lwnprof_mini_945
template_merchant_01,,946,lwnprof_bustup_946,lwnprof_mini_946
template_merchant_01,,947,lwnprof_bustup_947,lwnprof_mini_947
template_merchant_01,,948,lwnprof_bustup_948,lwnprof_mini_948
template_merchant_01,,949,lwnprof_bustup_949,lwnprof_mini_949
template_merchant_01,,950,lwnprof_bustup_950,lwnprof_mini_950
template_merchant_01,,951,lwnprof_bustup_951,lwnprof_mini_951
template_merchant_01,,952,lwnprof_bustup_952,lwnprof_mini_952
template_merchant_01,,953,lwnprof_bustup_953,lwnprof_mini_953
template_merchant_01,,954,lwnprof_bustup_954,lwnprof_mini_954
template_merchant_01,,955,lwnprof_bustup_955,lwnprof_mini_955
template_merchant_01,,956,lwnprof_bustup_956,lwnprof_mini_956
template_merchant_01,,957,lwnprof_bustup_957,lwnprof_mini_957
template_merchant_01,,958,lwnprof_bustup_958,lwnprof_mini_958
template_merchant_01,,959,lwnprof_bustup_959,lwnprof_mini_959
template_merchant_01,,960,lwnprof_bustup_960,lwnprof_mini_960
template_merchant_01,,961,lwnprof_bustup_961,lwnprof_mini_961
template_merchant_01,,962,lwnprof_bustup_962,lwnprof_mini_962
template_merchant_01,,963,lwnprof_bustup_963,lwnprof_mini_963
template_merchant_01,,964,lwnprof_bustup_964,lwnprof_mini_964
template_merchant_01,,965,lwnprof_bustup_965,lwnprof_mini_965
template_merchant_01,,966,lwnprof_bustup_966,lwnprof_mini_966
template_merchant_01,,967,lwnprof_bustup_967,lwnprof_mini_967
template_merchant_01,,968,lwnprof_bustup_968,lwnprof_mini_968
template_merchant_01,,969,lwnprof_bustup_969,lwnprof_mini_969
template_merchant_01,,970,lwnprof_bustup_970,lwnprof_mini_970
template_merchant_01,,971,lwnprof_bustup_971,lwnprof_mini_971
template_merchant_01,,972,lwnprof_bustup_972,lwnprof_mini_972
template_merchant_01,,973,lwnprof_bustup_973,lwnprof_mini_973
template_merchant_01,老年,974,lwnprof_bustup_974,lwnprof_mini_974
template_kaizoku_01,青年,975,lwnprof_bustup_975,lwnprof_mini_975
template_kaizoku_01,,976,lwnprof_bustup_976,lwnprof_mini_976
template_kaizoku_01,,977,lwnprof_bustup_977,lwnprof_mini_977
template_kaizoku_01,,978,lwnprof_bustup_978,lwnprof_mini_978
template_kaizoku_01,,979,lwnprof_bustup_979,lwnprof_mini_979
template_kaizoku_01,,980,lwnprof_bustup_980,lwnprof_mini_980
template_kaizoku_01,,981,lwnprof_bustup_981,lwnprof_mini_981
template_kaizoku_01,,982,lwnprof_bustup_982,lwnprof_mini_982
template_kaizoku_01,,983,lwnprof_bustup_983,lwnprof_mini_983
template_kaizoku_01,,984,lwnprof_bustup_984,lwnprof_mini_984
template_kaizoku_01,,985,lwnprof_bustup_985,lwnprof_mini_985
template_kaizoku_01,,986,lwnprof_bustup_986,lwnprof_mini_986
template_kaizoku_01,,987,lwnprof_bustup_987,lwnprof_mini_987
template_kaizoku_01,,988,lwnprof_bustup_988,lwnprof_mini_988
template_kaizoku_01,,989,lwnprof_bustup_989,lwnprof_mini_989
template_kaizoku_01,,990,lwnprof_bustup_990,lwnprof_mini_990
template_kaizoku_01,,991,lwnprof_bustup_991,lwnprof_mini_991
template_kaizoku_01,,992,lwnprof_bustup_992,lwnprof_mini_992
template_kaizoku_01,,993,lwnprof_bustup_993,lwnprof_mini_993
template_kaizoku_01,,994,lwnprof_bustup_994,lwnprof_mini_994
template_kaizoku_01,,995,lwnprof_bustup_995,lwnprof_mini_995
template_kaizoku_01,,996,lwnprof_bustup_996,lwnprof_mini_996
template_kaizoku_01,,997,lwnprof_bustup_997,lwnprof_mini_997
template_kaizoku_01,,998,lwnprof_bustup_998,lwnprof_mini_998
template_kaizoku_01,,999,lwnprof_bustup_999,lwnprof_mini_999
template_kaizoku_01,,1000,lwnprof_bustup_1000,lwnprof_mini_1000
template_kaizoku_01,壮年,1001,lwnprof_bustup_1001,lwnprof_mini_1001
template_kaizoku_01,,1002,lwnprof_bustup_1002,lwnprof_mini_1002
template_kaizoku_01,,1003,lwnprof_bustup_1003,lwnprof_mini_1003
template_kaizoku_01,,1004,lwnprof_bustup_1004,lwnprof_mini_1004
template_kaizoku_01,,1005,lwnprof_bustup_1005,lwnprof_mini_1005
template_kaizoku_01,,1006,lwnprof_bustup_1006,lwnprof_mini_1006
template_kaizoku_01,,1007,lwnprof_bustup_1007,lwnprof_mini_1007
template_kaizoku_01,,1008,lwnprof_bustup_1008,lwnprof_mini_1008
template_kaizoku_01,,1009,lwnprof_bustup_1009,lwnprof_mini_1009
template_kaizoku_01,,1010,lwnprof_bustup_1010,lwnprof_mini_1010
template_kaizoku_01,,1011,lwnprof_bustup_1011,lwnprof_mini_1011
template_kaizoku_01,,1012,lwnprof_bustup_1012,lwnprof_mini_1012
template_kaizoku_01,,1013,lwnprof_bustup_1013,lwnprof_mini_1013
template_kaizoku_01,,1014,lwnprof_bustup_1014,lwnprof_mini_1014
template_kaizoku_01,,1015,lwnprof_bustup_1015,lwnprof_mini_1015
template_kaizoku_01,,1016,lwnprof_bustup_1016,lwnprof_mini_1016
template_kaizoku_female_01,,1017,lwnprof_bustup_1017,lwnprof_mini_1017
template_kaizoku_female_01,卡1018,1018,lwnprof_bustup_1018,lwnprof_mini_1018
template_kaizoku_01,,1019,lwnprof_bustup_1019,lwnprof_mini_1019
template_kaizoku_01,,1020,lwnprof_bustup_1020,lwnprof_mini_1020
template_kaizoku_01,,1021,lwnprof_bustup_1021,lwnprof_mini_1021
template_kaizoku_01,,1022,lwnprof_bustup_1022,lwnprof_mini_1022
template_kaizoku_01,,1023,lwnprof_bustup_1023,lwnprof_mini_1023
template_kaizoku_01,,1024,lwnprof_bustup_1024,lwnprof_mini_1024
template_kaizoku_01,,1025,lwnprof_bustup_1025,lwnprof_mini_1025
template_kaizoku_01,,1026,lwnprof_bustup_1026,lwnprof_mini_1026
template_kaizoku_01,,1027,lwnprof_bustup_1027,lwnprof_mini_1027
template_kaizoku_01,,1028,lwnprof_bustup_1028,lwnprof_mini_1028
template_kaizoku_01,老年,1029,lwnprof_bustup_1029,lwnprof_mini_1029
lord_tk5_1162,,1030,lwnprof_bustup_1030,lwnprof_mini_1030
lord_tk5_1163,,1031,lwnprof_bustup_1031,lwnprof_mini_1031
lord_tk5_1164,,1032,lwnprof_bustup_1032,lwnprof_mini_1032
lord_tk5_1165,,1033,lwnprof_bustup_1033,lwnprof_mini_1033
lord_tk5_1166,,1034,lwnprof_bustup_1034,lwnprof_mini_1034
lord_tk5_1167,,1035,lwnprof_bustup_1035,lwnprof_mini_1035
lord_tk5_1168,,1036,lwnprof_bustup_1036,lwnprof_mini_1036
lord_tk5_1169,,1037,lwnprof_bustup_1037,lwnprof_mini_1037
lord_tk5_1170,,1038,lwnprof_bustup_1038,lwnprof_mini_1038
lord_tk5_1171,,1039,lwnprof_bustup_1039,lwnprof_mini_1039
lord_tk5_1173,,1040,lwnprof_bustup_1040,lwnprof_mini_1040
lord_tk5_1172,,1041,lwnprof_bustup_1041,lwnprof_mini_1041
lord_tk5_1174,,1042,lwnprof_bustup_1042,lwnprof_mini_1042
template_kuge_01,,1043,lwnprof_bustup_1043,lwnprof_mini_1043
template_tennou_01,,1044,lwnprof_bustup_1044,lwnprof_mini_1044
lord_tk5_1177,,1045,lwnprof_bustup_1045,lwnprof_mini_1045
lord_tk5_1178,,1046,lwnprof_bustup_1046,lwnprof_mini_1046
lord_tk5_1179,若,1047,lwnprof_bustup_1047,lwnprof_mini_1047
lord_tk5_1180,白,1048,lwnprof_bustup_1048,lwnprof_mini_1048
lord_tk5_1181,,1049,lwnprof_bustup_1049,lwnprof_mini_1049
lord_tk5_1182,,1050,lwnprof_bustup_1050,lwnprof_mini_1050
lord_tk5_1183,,1051,lwnprof_bustup_1051,lwnprof_mini_1051
lord_tk5_1184,,1052,lwnprof_bustup_1052,lwnprof_mini_1052
lord_tk5_1185,,1053,lwnprof_bustup_1053,lwnprof_mini_1053
lord_tk5_1186,,1054,lwnprof_bustup_1054,lwnprof_mini_1054
lord_tk5_1187,,1055,lwnprof_bustup_1055,lwnprof_mini_1055
lord_tk5_1188,,1056,lwnprof_bustup_1056,lwnprof_mini_1056
lord_tk5_1189,,1057,lwnprof_bustup_1057,lwnprof_mini_1057
lord_tk5_1190,,1058,lwnprof_bustup_1058,lwnprof_mini_1058
lord_tk5_1191,,1059,lwnprof_bustup_1059,lwnprof_mini_1059
lord_tk5_1192,,1060,lwnprof_bustup_1060,lwnprof_mini_1060
lord_tk5_1193,,1061,lwnprof_bustup_1061,lwnprof_mini_1061
lord_tk5_1194,,1062,lwnprof_bustup_1062,lwnprof_mini_1062
lord_tk5_1195,,1063,lwnprof_bustup_1063,lwnprof_mini_1063
lord_tk5_1196,,1064,lwnprof_bustup_1064,lwnprof_mini_1064
lord_tk5_1197,,1065,lwnprof_bustup_1065,lwnprof_mini_1065
lord_tk5_1198,,1066,lwnprof_bustup_1066,lwnprof_mini_1066
lord_tk5_1199,,1067,lwnprof_bustup_1067,lwnprof_mini_1067
lord_tk5_1200,,1068,lwnprof_bustup_1068,lwnprof_mini_1068
lord_tk5_1201,,1069,lwnprof_bustup_1069,lwnprof_mini_1069
lord_tk5_1202,,1070,lwnprof_bustup_1070,lwnprof_mini_1070
lord_tk5_1203,,1071,lwnprof_bustup_1071,lwnprof_mini_1071
lord_tk5_1204,,1072,lwnprof_bustup_1072,lwnprof_mini_1072
lord_tk5_1205,,1073,lwnprof_bustup_1073,lwnprof_mini_1073
lord_tk5_1206,,1074,lwnprof_bustup_1074,lwnprof_mini_1074
lord_tk5_1207,,1075,lwnprof_bustup_1075,lwnprof_mini_1075
lord_tk5_1208,,1076,lwnprof_bustup_1076,lwnprof_mini_1076
lord_tk5_1209,,1077,lwnprof_bustup_1077,lwnprof_mini_1077
lord_tk5_1210,,1078,lwnprof_bustup_1078,lwnprof_mini_1078
lord_tk5_1211,,1079,lwnprof_bustup_1079,lwnprof_mini_1079
lord_tk5_1212,,1080,lwnprof_bustup_1080,lwnprof_mini_1080
lord_tk5_1213,,1081,lwnprof_bustup_1081,lwnprof_mini_1081
lord_tk5_1217,,1082,lwnprof_bustup_1082,lwnprof_mini_1082
lord_tk5_1220,,1083,lwnprof_bustup_1083,lwnprof_mini_1083
template_hakkoujin_01,,1084,lwnprof_bustup_1084,lwnprof_mini_1084
template_merchant_gyo_01,,1085,lwnprof_bustup_1085,lwnprof_mini_1085
lord_tk5_1225,,1086,lwnprof_bustup_1086,lwnprof_mini_1086
lord_tk5_1227,,1087,lwnprof_bustup_1087,lwnprof_mini_1087
lord_tk5_1226,,1088,lwnprof_bustup_1088,lwnprof_mini_1088
lord_tk5_1228,,1089,lwnprof_bustup_1089,lwnprof_mini_1089
lord_tk5_1229,,1090,lwnprof_bustup_1090,lwnprof_mini_1090
lord_tk5_1230,,1091,lwnprof_bustup_1091,lwnprof_mini_1091
lord_tk5_1231,,1092,lwnprof_bustup_1092,lwnprof_mini_1092
lord_tk5_1232,,1093,lwnprof_bustup_1093,lwnprof_mini_1093
lord_tk5_1233,,1094,lwnprof_bustup_1094,lwnprof_mini_1094
lord_tk5_1234,,1095,lwnprof_bustup_1095,lwnprof_mini_1095
lord_tk5_1235,,1096,lwnprof_bustup_1096,lwnprof_mini_1096
lord_tk5_1236,,1097,lwnprof_bustup_1097,lwnprof_mini_1097
lord_tk5_1237,,1098,lwnprof_bustup_1098,lwnprof_mini_1098
lord_tk5_1238,,1099,lwnprof_bustup_1099,lwnprof_mini_1099
lord_tk5_1218,,1100,lwnprof_bustup_1100,lwnprof_mini_1100
lord_tk5_1219,,1101,lwnprof_bustup_1101,lwnprof_mini_1101
lord_tk5_1221,,1102,lwnprof_bustup_1102,lwnprof_mini_1102
lord_tk5_1240,,1103,lwnprof_bustup_1103,lwnprof_mini_1103
template_choumin_male_01,,1104,lwnprof_bustup_1104,lwnprof_mini_1104
template_hime_hime_01,,1105,lwnprof_bustup_1105,lwnprof_mini_1105
lord_tk5_1106,,1106,lwnprof_bustup_1106,lwnprof_mini_1106
template_monban_01,,1107,lwnprof_bustup_1107,lwnprof_mini_1107
template_komeya_tenpo_01,,1108,lwnprof_bustup_1108,lwnprof_mini_1108
template_umaya_tenpo_01,,1109,lwnprof_bustup_1109,lwnprof_mini_1109
template_sakaba_onna_01,,1110,lwnprof_bustup_1110,lwnprof_mini_1110
template_ryotei_onna_01,,1111,lwnprof_bustup_1111,lwnprof_mini_1111
template_noumin_female_01,,1112,lwnprof_bustup_1112,lwnprof_mini_1112
lord_tk5_1216,,1113,lwnprof_bustup_1113,lwnprof_mini_1113
template_choumin_male_01,,1114,lwnprof_bustup_1114,lwnprof_mini_1114
lord_tk5_1214,,1115,lwnprof_bustup_1115,lwnprof_mini_1115
template_merchant_01,,1116,lwnprof_bustup_1116,lwnprof_mini_1116
template_souryo_01,,1117,lwnprof_bustup_1117,lwnprof_mini_1117
template_swordshihan_01,,1118,lwnprof_bustup_1118,lwnprof_mini_1118
template_kuge_01,,1119,lwnprof_bustup_1119,lwnprof_mini_1119
template_ninja_male_01,,1120,lwnprof_bustup_1120,lwnprof_mini_1120
template_shougun_01,,1121,lwnprof_bustup_1121,lwnprof_mini_1121
template_tabibito_01,,1122,lwnprof_bustup_1122,lwnprof_mini_1122
template_yoi_otoko_01,,1123,lwnprof_bustup_1123,lwnprof_mini_1123
template_yoi_onna_01,,1124,lwnprof_bustup_1124,lwnprof_mini_1124
lord_tk5_1215,,1125,lwnprof_bustup_1125,lwnprof_mini_1125
template_kunoichi_01,,1126,lwnprof_bustup_1126,lwnprof_mini_1126
template_kodomo_01,,1127,lwnprof_bustup_1127,lwnprof_mini_1127
template_koshou_01,,1128,lwnprof_bustup_1128,lwnprof_mini_1128
template_hogo_01,,1129,lwnprof_bustup_1129,lwnprof_mini_1129
template_yotto_01,,1130,lwnprof_bustup_1130,lwnprof_mini_1130
template_za_shihai_01,,1131,lwnprof_bustup_1131,lwnprof_mini_1131
template_merchant_choseon_01,,1132,lwnprof_bustup_1132,lwnprof_mini_1132
template_merchant_ming_01,,1133,lwnprof_bustup_1133,lwnprof_mini_1133
template_merchant_ryukyu_01,,1134,lwnprof_bustup_1134,lwnprof_mini_1134
template_merchant_01,,1135,lwnprof_bustup_1135,lwnprof_mini_1135
template_tenpo_01,,1136,lwnprof_bustup_1136,lwnprof_mini_1136
template_kajishi_01,,1137,lwnprof_bustup_1137,lwnprof_mini_1137
template_ishi_01,,1138,lwnprof_bustup_1138,lwnprof_mini_1138
template_shihandai_01,,1139,lwnprof_bustup_1139,lwnprof_mini_1139
template_kaizoku_01,,1140,lwnprof_bustup_1140,lwnprof_mini_1140
template_yari_shihan_01,,1141,lwnprof_bustup_1141,lwnprof_mini_1141
template_kodomo_f_01,,1142,lwnprof_bustup_1142,lwnprof_mini_1142
template_detchi_01,,1143,lwnprof_bustup_1143,lwnprof_mini_1143
template_shihandai_01,,1144,lwnprof_bustup_1144,lwnprof_mini_1144
template_yari_shihan_01,,1145,lwnprof_bustup_1145,lwnprof_mini_1145
lord_tk5_1161,,1146,lwnprof_bustup_1146,lwnprof_mini_1146
template_kashira_01,,1147,lwnprof_bustup_1147,lwnprof_mini_1147
template_kaizoku_tou_01,,1148,lwnprof_bustup_1148,lwnprof_mini_1148
template_shougun_01,,1149,lwnprof_bustup_1149,lwnprof_mini_1149
template_ninja_male_01,,1150,lwnprof_bustup_1150,lwnprof_mini_1150
template_kaizoku_01,,1151,lwnprof_bustup_1151,lwnprof_mini_1151
lord_tk5_14,朝,1152,lwnprof_bustup_1152,lwnprof_mini_1152
lord_tk5_75,关原,1153,lwnprof_bustup_1153,lwnprof_mini_1153
lord_tk5_195,若君,1154,lwnprof_bustup_1154,lwnprof_mini_1154
lord_tk5_230,藩,1155,lwnprof_bustup_1155,lwnprof_mini_1155
lord_tk5_240,朝,1156,lwnprof_bustup_1156,lwnprof_mini_1156
lord_tk5_279,将,1157,lwnprof_bustup_1157,lwnprof_mini_1157
lord_tk5_292,隐,1158,lwnprof_bustup_1158,lwnprof_mini_1158
lord_tk5_312,奉行,1159,lwnprof_bustup_1159,lwnprof_mini_1159
lord_tk5_314,常,1160,lwnprof_bustup_1160,lwnprof_mini_1160
lord_tk5_359,老,1161,lwnprof_bustup_1161,lwnprof_mini_1161
lord_tk5_361,朝,1162,lwnprof_bustup_1162,lwnprof_mini_1162
lord_tk5_379,越前,1163,lwnprof_bustup_1163,lwnprof_mini_1163
lord_tk5_386,清兴,1164,lwnprof_bustup_1164,lwnprof_mini_1164
lord_tk5_394,督,1165,lwnprof_bustup_1165,lwnprof_mini_1165
lord_tk5_395,鬼,1166,lwnprof_bustup_1166,lwnprof_mini_1166
lord_tk5_455,卿,1167,lwnprof_bustup_1167,lwnprof_mini_1167
lord_tk5_466,阵,1168,lwnprof_bustup_1168,lwnprof_mini_1168
lord_tk5_499,武,1169,lwnprof_bustup_1169,lwnprof_mini_1169
lord_tk5_516,文,1170,lwnprof_bustup_1170,lwnprof_mini_1170
lord_tk5_516,城,1171,lwnprof_bustup_1171,lwnprof_mini_1171
lord_tk5_517,藤吉郎,1172,lwnprof_bustup_1172,lwnprof_mini_1172
lord_tk5_517,秀吉,1173,lwnprof_bustup_1173,lwnprof_mini_1173
lord_tk5_517,太阁,1174,lwnprof_bustup_1174,lwnprof_mini_1174
lord_tk5_526,书,1175,lwnprof_bustup_1175,lwnprof_mini_1175
