ID,Name,Spawn_1554,Spawn_1560,Spawn_1568,Spawn_1575,Spawn_1582,Spawn_1598
lord_tk5_592,马场信春,town_tk069,town_tk069,town_tk069,town_tk069,,
lord_tk5_593,林崎甚助,village_tk185,village_tk185,village_tk185,village_tk185,village_tk185,village_tk185
lord_tk5_594,林秀贞,town_tk083,town_tk083,town_tk084,town_tk083,,
lord_tk5_595,原田宗时,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,
lord_tk5_596,原虎胤,town_tk069,town_tk069,,,,
lord_tk5_597,原昌胤,town_tk069,town_tk069,town_tk069,town_tk069,,
lord_tk5_598,播磨屋宗德,village_tk232,village_tk232,village_tk232,village_tk232,village_tk232,village_tk232
lord_tk5_599,塙直政,town_tk080,town_tk080,town_tk084,town_tk084,,
lord_tk5_600,塙团右卫门,village_tk205,village_tk205,village_tk205,village_tk205,village_tk205,town_tk145
lord_tk5_601,疋田丰五郎,town_tk035,town_tk035,village_tk216,village_tk216,village_tk216,village_tk236
lord_tk5_602,久武亲直,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152
lord_tk5_603,久武亲信,town_tk152,town_tk152,town_tk152,town_tk152,,
lord_tk5_604,鸿池新六,town_tk121,town_tk121,village_tk222,village_tk222,village_tk222,village_tk222
lord_tk5_605,日根野弘就,town_tk084,town_tk084,town_tk094,town_tk084,town_tk097,town_tk113
lord_tk5_606,百武贤兼,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,
lord_tk5_607,平井经治,town_tk163,town_tk163,town_tk163,,,
lord_tk5_608,平岩亲吉,town_tk072,town_tk077,town_tk077,town_tk077,town_tk074,town_tk032
lord_tk5_609,平冈房实,town_tk145,town_tk145,town_tk145,town_tk145,town_tk145,
lord_tk5_610,平贺元相,town_tk138,town_tk138,town_tk138,town_tk138,town_tk138,town_tk140
lord_tk5_611,平手泛秀,town_tk080,town_tk080,town_tk084,,,
lord_tk5_612,平野长泰,village_tk205,village_tk205,village_tk205,village_tk205,town_tk127,town_tk113
lord_tk5_613,风魔小太郎,castle_tk248,castle_tk248,castle_tk248,castle_tk248,castle_tk248,village_tk192
lord_tk5_614,深水长智,town_tk166,town_tk166,town_tk166,town_tk166,town_tk166,
lord_tk5_615,福岛正则,village_tk205,town_tk080,town_tk084,town_tk096,town_tk127,town_tk080
lord_tk5_616,福留亲政,town_tk152,town_tk152,town_tk152,town_tk152,,
lord_tk5_617,福留仪重,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,
lord_tk5_618,福原贞俊,town_tk138,town_tk138,town_tk138,town_tk138,town_tk138,
lord_tk5_619,古田织部,town_tk115,town_tk115,town_tk115,town_tk115,town_tk097,village_tk212
lord_tk5_620,不破光治,town_tk084,town_tk084,town_tk084,town_tk084,,
lord_tk5_621,别所长治,town_tk128,town_tk128,town_tk128,town_tk128,,
lord_tk5_622,穗井田元清,town_tk138,town_tk138,town_tk138,town_tk138,town_tk138,
lord_tk5_623,北条氏胜,town_tk047,town_tk047,town_tk047,town_tk047,town_tk047,town_tk039
lord_tk5_624,北条氏邦,town_tk046,town_tk046,town_tk034,town_tk034,town_tk034,
lord_tk5_625,北条氏繁,town_tk047,town_tk047,town_tk047,town_tk047,,
lord_tk5_626,北条氏照,town_tk043,town_tk046,town_tk043,town_tk045,town_tk045,
lord_tk5_627,北条氏直,town_tk046,town_tk046,town_tk046,town_tk046,town_tk046,
lord_tk5_628,北条氏规,town_tk048,town_tk046,town_tk048,town_tk048,town_tk048,town_tk113
lord_tk5_629,北条氏政,town_tk046,town_tk046,town_tk046,town_tk046,town_tk046,
lord_tk5_630,北条氏康,town_tk046,town_tk046,town_tk046,,,
lord_tk5_631,北条幻庵,town_tk046,town_tk046,town_tk046,town_tk046,town_tk046,
lord_tk5_632,北条纲成,town_tk047,town_tk047,town_tk047,town_tk047,town_tk047,
lord_tk5_633,宝藏院胤荣,village_tk211,village_tk211,village_tk211,village_tk211,village_tk211,village_tk211
lord_tk5_634,保科正俊,town_tk066,town_tk066,town_tk066,town_tk066,town_tk072,
lord_tk5_635,安井道顿,village_tk216,village_tk216,village_tk216,village_tk216,village_tk216,village_tk216
lord_tk5_636,细川忠兴,town_tk098,town_tk105,town_tk105,town_tk084,town_tk109,town_tk109
lord_tk5_637,细川晴元,town_tk098,town_tk105,,,,
lord_tk5_638,细川幽斋,town_tk098,town_tk105,town_tk105,town_tk084,town_tk109,town_tk109
lord_tk5_639,堀尾忠氏,village_tk206,village_tk206,town_tk084,town_tk096,town_tk127,town_tk074
lord_tk5_640,堀尾吉晴,village_tk206,village_tk206,town_tk084,town_tk096,town_tk127,town_tk074
lord_tk5_641,堀直政,village_tk206,village_tk206,town_tk084,town_tk084,town_tk097,town_tk049
lord_tk5_642,堀内氏善,town_tk117,town_tk117,town_tk117,town_tk117,town_tk117,town_tk117
lord_tk5_643,堀秀治,town_tk084,town_tk080,town_tk084,town_tk084,town_tk097,town_tk049
lord_tk5_644,堀秀政,town_tk084,town_tk080,town_tk084,town_tk084,town_tk097,
lord_tk5_645,本因坊算砂,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,town_tk041
lord_tk5_646,本愿寺教如,town_tk113,town_tk113,town_tk113,town_tk113,village_tk216,village_tk212
lord_tk5_647,本愿寺显如,town_tk113,town_tk113,town_tk113,town_tk113,village_tk216,
lord_tk5_648,本愿寺准如,town_tk113,town_tk113,town_tk113,town_tk113,village_tk216,village_tk216
lord_tk5_649,北乡时久,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,
lord_tk5_650,本庄繁长,town_tk051,town_tk051,town_tk051,town_tk051,town_tk051,town_tk022
lord_tk5_651,本多重次,town_tk072,town_tk077,town_tk077,town_tk077,town_tk074,
lord_tk5_652,本多忠胜,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk037
lord_tk5_653,本多忠朝,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk037
lord_tk5_654,本多忠政,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk037
lord_tk5_655,本多正纯,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_656,本多正信,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_657,前田庆次,town_tk080,town_tk080,town_tk084,town_tk084,town_tk055,town_tk020
lord_tk5_658,前田玄以,village_tk206,village_tk206,village_tk206,town_tk084,town_tk084,town_tk113
lord_tk5_659,前田利家,town_tk080,town_tk080,town_tk084,town_tk084,town_tk055,town_tk056
lord_tk5_660,前田利长,town_tk084,town_tk080,town_tk084,town_tk084,town_tk055,town_tk056
lord_tk5_661,前田利政,town_tk084,town_tk080,town_tk084,town_tk084,town_tk055,town_tk055
lord_tk5_662,前野长康,village_tk206,village_tk206,village_tk206,town_tk096,town_tk127,
lord_tk5_663,前波吉继,town_tk059,town_tk059,town_tk059,,,
lord_tk5_664,真壁氏干,town_tk024,town_tk024,town_tk024,town_tk024,town_tk024,town_tk025
lord_tk5_665,真柄直澄,town_tk059,town_tk059,town_tk059,,,
lord_tk5_666,真柄直隆,town_tk059,town_tk059,town_tk059,,,
lord_tk5_667,正木时茂,town_tk037,town_tk037,town_tk037,,,
lord_tk5_668,正木时忠,town_tk037,town_tk037,town_tk037,town_tk037,,
lord_tk5_669,正木赖忠,town_tk037,town_tk037,town_tk037,town_tk037,town_tk037,town_tk038
lord_tk5_670,增田长盛,village_tk210,village_tk210,village_tk210,town_tk096,town_tk127,town_tk102
lord_tk5_671,益田元祥,town_tk138,town_tk138,town_tk138,town_tk138,town_tk138,town_tk140
lord_tk5_672,松井康之,village_tk212,village_tk212,town_tk105,town_tk084,town_tk109,town_tk109
lord_tk5_673,松井友闲,town_tk080,town_tk080,town_tk084,town_tk084,village_tk215,
lord_tk5_674,松仓重信,town_tk102,town_tk102,town_tk102,town_tk102,town_tk102,
lord_tk5_675,松仓重政,town_tk102,town_tk102,town_tk102,town_tk102,town_tk102,town_tk103
lord_tk5_676,松下加兵卫,town_tk074,town_tk074,town_tk074,town_tk074,town_tk075,
lord_tk5_677,松平忠吉,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_678,松田宪秀,town_tk046,town_tk046,town_tk046,town_tk046,town_tk046,
lord_tk5_679,松永久秀,town_tk100,town_tk101,town_tk101,town_tk101,,
lord_tk5_680,松永久通,town_tk100,town_tk101,town_tk101,town_tk101,,
lord_tk5_681,松波义亲,town_tk055,town_tk055,village_tk196,town_tk055,,
lord_tk5_682,角屋七郎次郎,village_tk208,village_tk208,village_tk208,village_tk208,village_tk208,village_tk208
lord_tk5_683,松浦镇信,town_tk162,town_tk162,town_tk162,town_tk162,town_tk162,town_tk162
lord_tk5_684,松浦隆信,town_tk162,town_tk162,town_tk162,town_tk162,town_tk162,town_tk162
lord_tk5_685,曲直濑道三,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,
lord_tk5_686,丸目长惠,town_tk166,town_tk166,town_tk166,town_tk166,town_tk166,town_tk166
lord_tk5_687,三云成持,town_tk097,town_tk097,village_tk210,town_tk084,town_tk090,town_tk028
lord_tk5_688,御宿勘兵卫,village_tk202,village_tk202,village_tk202,village_tk202,village_tk202,town_tk040
lord_tk5_689,水谷胤重,town_tk023,town_tk023,town_tk023,town_tk023,town_tk023,town_tk023
lord_tk5_690,水野胜成,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk167
lord_tk5_691,水野忠重,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_692,水野信元,town_tk080,town_tk080,town_tk084,town_tk084,,
lord_tk5_693,沟尾庄兵卫,town_tk084,town_tk059,town_tk084,town_tk098,town_tk106,
lord_tk5_694,沟口秀胜,town_tk080,town_tk080,town_tk084,town_tk084,town_tk097,town_tk050
lord_tk5_695,三刀屋久祐,town_tk122,town_tk122,town_tk122,town_tk122,town_tk122,
lord_tk5_696,三村家亲,town_tk134,town_tk134,,,,
lord_tk5_697,三村元亲,town_tk134,town_tk134,town_tk134,,,
lord_tk5_698,宫部继润,town_tk094,town_tk094,town_tk094,town_tk096,town_tk127,town_tk118
lord_tk5_699,宫本传太夫,castle_tk268,castle_tk268,castle_tk268,castle_tk268,castle_tk268,castle_tk268
lord_tk5_700,宫本武藏,village_tk223,village_tk223,village_tk223,village_tk223,village_tk223,village_tk223
lord_tk5_701,三好笑岩,town_tk111,town_tk111,town_tk149,town_tk149,town_tk112,
lord_tk5_702,三好长治,town_tk149,town_tk149,town_tk149,town_tk149,,
lord_tk5_703,三好长逸,town_tk111,town_tk111,town_tk149,,,
lord_tk5_704,三好长庆,town_tk111,town_tk111,,,,
lord_tk5_705,三好为三,town_tk110,town_tk110,town_tk149,village_tk199,village_tk199,village_tk199
lord_tk5_706,三好宗渭,town_tk110,town_tk110,town_tk149,village_tk199,village_tk199,village_tk200
lord_tk5_707,三好义兴,town_tk111,town_tk111,,,,
lord_tk5_708,三好实休,town_tk149,town_tk149,,,,
lord_tk5_709,三好义继,town_tk111,town_tk111,town_tk111,,,
lord_tk5_710,向井正纲,castle_tk263,castle_tk263,castle_tk263,castle_tk263,castle_tk263,castle_tk262
lord_tk5_711,村井贞胜,town_tk080,town_tk080,town_tk084,town_tk084,town_tk105,
lord_tk5_712,村井长赖,town_tk080,town_tk080,town_tk084,town_tk084,town_tk055,town_tk056
lord_tk5_713,村上国清,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,town_tk020
lord_tk5_714,村上武吉,castle_tk269,castle_tk269,castle_tk269,castle_tk269,castle_tk269,castle_tk269
lord_tk5_715,村上元吉,castle_tk269,castle_tk269,castle_tk269,castle_tk269,castle_tk269,castle_tk269
lord_tk5_716,村上义清,town_tk049,town_tk049,town_tk049,,,
lord_tk5_717,毛受胜照,town_tk083,town_tk080,town_tk084,town_tk060,town_tk060,
lord_tk5_718,毛利胜永,village_tk205,village_tk205,village_tk205,village_tk205,village_tk205,town_tk169
lord_tk5_719,毛利重能,village_tk216,village_tk216,village_tk216,village_tk216,village_tk216,town_tk113
lord_tk5_720,毛利隆元,town_tk138,town_tk138,,,,
lord_tk5_721,毛利辉元,town_tk138,town_tk138,town_tk138,town_tk138,town_tk138,town_tk140
lord_tk5_722,毛利元就,town_tk138,town_tk138,town_tk138,,,
lord_tk5_723,最上义光,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016
lord_tk5_724,最上义时,town_tk016,town_tk016,town_tk016,,,
lord_tk5_725,最上义守,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016,
lord_tk5_726,望月六郎,village_tk200,village_tk200,village_tk200,village_tk200,village_tk200,village_tk200
lord_tk5_727,本山茂宗,town_tk153,town_tk153,,,,
lord_tk5_728,籾井教业,town_tk107,town_tk107,town_tk107,town_tk107,,
lord_tk5_729,百地三太夫,castle_tk251,castle_tk251,castle_tk251,castle_tk251,castle_tk251,
lord_tk5_730,森下道誉,town_tk118,town_tk118,town_tk118,town_tk118,,
lord_tk5_731,森忠政,town_tk080,town_tk080,town_tk084,town_tk084,town_tk084,town_tk087
lord_tk5_732,母里太兵卫,town_tk127,town_tk127,town_tk127,town_tk127,town_tk127,town_tk168
lord_tk5_733,森长可,town_tk080,town_tk080,town_tk084,town_tk084,town_tk084,
lord_tk5_734,森村春,castle_tk266,castle_tk266,castle_tk266,castle_tk266,castle_tk265,
lord_tk5_735,森可成,town_tk080,town_tk080,town_tk084,,,
lord_tk5_736,森兰丸,town_tk080,town_tk080,town_tk084,town_tk084,town_tk097,
lord_tk5_737,师冈一羽,village_tk187,village_tk187,village_tk190,village_tk187,village_tk187,
lord_tk5_738,问注所统景,town_tk170,town_tk170,town_tk170,town_tk170,town_tk170,
lord_tk5_739,八板金兵卫,village_tk241,village_tk241,village_tk241,village_tk241,village_tk241,village_tk241
lord_tk5_740,柳生石舟斋,village_tk211,village_tk211,village_tk211,village_tk211,village_tk211,village_tk211
lord_tk5_741,柳生兵库助,village_tk211,village_tk211,village_tk211,village_tk211,village_tk211,village_tk211
lord_tk5_742,柳生宗矩,town_tk102,town_tk102,town_tk102,town_tk102,town_tk102,town_tk041
lord_tk5_743,施药院全宗,village_tk212,village_tk212,village_tk212,village_tk210,village_tk210,village_tk212
lord_tk5_744,矢泽赖纲,town_tk062,town_tk062,town_tk062,town_tk062,town_tk062,
lord_tk5_745,矢泽赖康,town_tk062,town_tk062,town_tk062,town_tk062,town_tk062,town_tk062
lord_tk5_746,屋代景赖,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,town_tk010
lord_tk5_747,安田显元,town_tk049,town_tk064,town_tk064,town_tk049,,
lord_tk5_748,安田长秀,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,
lord_tk5_749,柳原户兵卫,castle_tk246,castle_tk246,castle_tk246,castle_tk246,castle_tk246,castle_tk246
lord_tk5_750,山县昌景,town_tk069,town_tk069,town_tk069,town_tk069,,
lord_tk5_751,山崎片家,town_tk097,town_tk097,town_tk084,town_tk084,town_tk097,
lord_tk5_752,山崎长德,town_tk059,town_tk059,town_tk059,town_tk098,town_tk106,town_tk056
lord_tk5_753,山田有信,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178,town_tk178
lord_tk5_754,山田长政,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,village_tk202
lord_tk5_755,山田宗昌,town_tk173,town_tk173,town_tk173,town_tk173,town_tk172,village_tk239
lord_tk5_756,山中鹿介,town_tk121,town_tk121,village_tk220,village_tk212,,
lord_tk5_757,山中俊好,town_tk097,town_tk097,village_tk210,town_tk084,town_tk097,
lord_tk5_758,山名祐丰,town_tk118,town_tk118,town_tk118,town_tk118,,
lord_tk5_759,山名禅高,town_tk118,town_tk118,town_tk118,town_tk118,village_tk218,village_tk218
lord_tk5_760,山内一丰,town_tk080,town_tk080,town_tk084,town_tk084,town_tk097,town_tk075
lord_tk5_761,山本勘助,town_tk069,town_tk069,,,,
lord_tk5_762,汤浅五助,village_tk198,village_tk198,village_tk198,village_tk198,village_tk198,town_tk061
lord_tk5_763,结城晴朝,town_tk040,town_tk040,town_tk040,town_tk040,town_tk040,town_tk040
lord_tk5_764,结城秀康,town_tk077,town_tk077,town_tk077,town_tk074,town_tk074,town_tk040
lord_tk5_765,结城政胜,town_tk040,,,,,
lord_tk5_766,游佐续光,town_tk055,town_tk055,town_tk055,town_tk055,,
lord_tk5_767,由利镰之助,village_tk199,village_tk199,village_tk199,village_tk199,village_tk199,village_tk208
lord_tk5_768,横谷左近,castle_tk249,castle_tk249,castle_tk249,castle_tk249,castle_tk249,castle_tk249
lord_tk5_769,吉江景资,town_tk049,town_tk049,town_tk029,town_tk049,town_tk054,
lord_tk5_770,吉冈宪法,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,
lord_tk5_771,吉冈清十郎,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212
lord_tk5_772,吉冈传七郎,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212
lord_tk5_773,吉冈长增,town_tk170,town_tk170,town_tk170,,,
lord_tk5_774,吉田重俊,town_tk152,town_tk152,town_tk152,,,
lord_tk5_775,吉田孝赖,town_tk152,town_tk152,town_tk152,,,
lord_tk5_776,吉田政重,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152
lord_tk5_777,吉田康俊,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152,town_tk152
lord_tk5_778,吉弘鉴理,town_tk170,town_tk170,town_tk170,,,
lord_tk5_779,吉见正赖,town_tk124,town_tk138,town_tk138,town_tk138,town_tk138,
lord_tk5_780,世濑藏人,castle_tk246,castle_tk246,castle_tk246,castle_tk246,castle_tk246,castle_tk246
lord_tk5_781,淀屋常安,village_tk216,village_tk216,village_tk216,village_tk216,village_tk216,village_tk216
lord_tk5_782,梁田藤左卫门,village_tk186,village_tk186,village_tk186,village_tk186,village_tk186,village_tk186
lord_tk5_783,依冈左京,town_tk154,town_tk154,town_tk154,town_tk152,town_tk152,
lord_tk5_784,龙造寺家就,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,
lord_tk5_785,龙造寺隆信,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,
lord_tk5_786,龙造寺长信,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160
lord_tk5_787,龙造寺信周,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160
lord_tk5_788,龙造寺政家,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,
lord_tk5_789,留守政景,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,town_tk010
lord_tk5_790,六角承祯,town_tk097,town_tk097,village_tk210,village_tk211,village_tk211,
lord_tk5_791,六角义治,town_tk097,town_tk097,town_tk069,village_tk211,village_tk211,town_tk113
lord_tk5_792,若林镇兴,castle_tk271,castle_tk271,castle_tk271,castle_tk271,castle_tk271,
lord_tk5_793,胁坂安治,town_tk094,town_tk094,town_tk094,town_tk096,town_tk127,town_tk150
lord_tk5_794,分部光嘉,town_tk091,town_tk091,town_tk090,town_tk091,town_tk090,town_tk090
lord_tk5_795,和田昭为,town_tk024,town_tk024,town_tk024,town_tk024,town_tk024,town_tk025
lord_tk5_796,和田惟政,town_tk098,town_tk105,town_tk114,,,
lord_tk5_797,渡边勘兵卫,village_tk209,village_tk209,village_tk209,village_tk209,village_tk222,town_tk102
lord_tk5_798,渡边守纲,town_tk072,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_799,亘理元宗,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,
lord_tk5_800,上杉宪政,village_tk194,village_tk194,village_tk194,village_tk194,,
lord_tk5_801,武田信虎,village_tk202,village_tk202,village_tk212,,,
lord_tk5_802,大内义隆,,,,,,
lord_tk5_803,织田信秀,,,,,,
lord_tk5_804,松平广忠,,,,,,
lord_tk5_805,平手政秀,,,,,,
lord_tk5_806,九鬼净隆,castle_tk265,,,,,
lord_tk5_807,畠山秋高,town_tk112,town_tk112,town_tk112,,,
lord_tk5_808,赤松晴政,town_tk126,,,,,
lord_tk5_809,少贰冬尚,town_tk159,,,,,
lord_tk5_810,有马义贞,town_tk163,town_tk163,town_tk163,town_tk163,,
lord_tk5_811,大友义鉴,,,,,,
lord_tk5_812,本愿寺证如,,,,,,
lord_tk5_813,大宝寺义增,town_tk018,town_tk018,town_tk018,town_tk018,,
lord_tk5_814,斯波义统,,,,,,
lord_tk5_815,织田信友,,,,,,
lord_tk5_816,细川氏纲,village_tk216,town_tk114,,,,
lord_tk5_817,六角定赖,,,,,,
lord_tk5_818,岛津胜久,village_tk238,village_tk239,village_tk239,,,
lord_tk5_819,筒井顺昭,,,,,,
lord_tk5_820,二阶堂盛义,town_tk022,town_tk022,town_tk022,town_tk022,,
lord_tk5_821,一宫随波斋,town_tk098,town_tk105,town_tk074,,,
lord_tk5_822,有马晴纯,town_tk163,town_tk163,,,,
lord_tk5_823,相良晴广,town_tk166,,,,,
lord_tk5_824,村上吉充,castle_tk269,castle_tk269,castle_tk269,castle_tk269,castle_tk269,castle_tk269
lord_tk5_825,岩间小熊,village_tk190,village_tk187,village_tk187,village_tk187,village_tk187,village_tk192
lord_tk5_826,梶原政景,town_tk042,town_tk042,town_tk027,town_tk024,town_tk024,town_tk025
lord_tk5_827,松永长赖,town_tk106,town_tk101,,,,
lord_tk5_828,毛利秀元,town_tk138,town_tk138,town_tk138,town_tk138,town_tk138,town_tk140
lord_tk5_829,大谷休泊,village_tk189,village_tk189,village_tk189,village_tk189,,
lord_tk5_830,游佐信教,town_tk112,town_tk112,town_tk112,,,
lord_tk5_831,田北绍铁,town_tk170,town_tk170,town_tk170,town_tk170,,
lord_tk5_832,冷泉隆丰,,,,,,
lord_tk5_833,相良武任,,,,,,
lord_tk5_834,饭田兴秀,town_tk141,,,,,
lord_tk5_835,儿玉就方,town_tk138,town_tk138,town_tk136,town_tk136,town_tk136,
lord_tk5_836,白井贤胤,town_tk141,town_tk138,town_tk136,town_tk136,,
lord_tk5_837,织田信光,town_tk080,,,,,
lord_tk5_838,小山田信有,,,,,,
lord_tk5_839,尼子国久,,,,,,
lord_tk5_840,尼子诚久,,,,,,
lord_tk5_841,坂井大膳,village_tk204,,,,,
lord_tk5_842,别所就治,town_tk128,town_tk128,,,,
lord_tk5_843,志道广良,town_tk138,,,,,
lord_tk5_844,锅岛清房,town_tk160,town_tk160,,,,
lord_tk5_845,神屋绍策,village_tk233,village_tk233,,,,
lord_tk5_846,内藤兴盛,,,,,,
lord_tk5_847,岛津实久,town_tk179,,,,,
lord_tk5_848,井上元兼,,,,,,
lord_tk5_849,津田宗达,village_tk215,village_tk215,,,,
lord_tk5_850,阿苏惟丰,town_tk164,,,,,
lord_tk5_851,津田算长,castle_tk254,castle_tk254,,,,
lord_tk5_852,杉重矩,,,,,,
lord_tk5_853,城井长房,town_tk168,town_tk168,town_tk168,town_tk168,town_tk168,
lord_tk5_854,葛西晴胤,,,,,,
lord_tk5_855,江上武种,town_tk159,town_tk160,town_tk160,,,
lord_tk5_856,佐伯惟教,town_tk172,town_tk172,town_tk172,town_tk172,,
lord_tk5_857,宇久玄雅,castle_tk272,castle_tk272,castle_tk272,castle_tk272,castle_tk272,castle_tk272
lord_tk5_858,二木重高,town_tk069,town_tk066,town_tk066,town_tk066,town_tk066,
lord_tk5_859,高田又兵卫,village_tk211,village_tk211,village_tk211,village_tk211,village_tk211,village_tk211
lord_tk5_860,大宝寺义兴,town_tk018,town_tk018,town_tk018,town_tk018,town_tk018,
lord_tk5_861,大野治房,town_tk080,town_tk080,town_tk084,town_tk084,town_tk097,town_tk113
lord_tk5_862,水原亲宪,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,town_tk020
lord_tk5_863,津轻信枚,town_tk001,town_tk001,town_tk001,town_tk001,town_tk001,town_tk001
lord_tk5_864,小山田茂诚,town_tk069,town_tk069,town_tk069,town_tk069,town_tk069,town_tk062
lord_tk5_865,十时连贞,town_tk170,town_tk170,town_tk170,town_tk156,town_tk156,town_tk158
lord_tk5_866,井伊直孝,town_tk077,town_tk077,town_tk077,town_tk074,town_tk074,town_tk035
lord_tk5_867,片仓重长,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,town_tk010
lord_tk5_868,成田长亲,town_tk044,town_tk044,town_tk044,town_tk044,town_tk044,village_tk205
lord_tk5_869,最上家亲,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016,town_tk016
lord_tk5_870,上田重安,town_tk080,town_tk080,town_tk080,town_tk095,town_tk095,town_tk113
lord_tk5_871,小梁川宗朝,town_tk019,town_tk019,,,,
lord_tk5_872,大国实赖,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,town_tk019
lord_tk5_873,梅津政景,town_tk024,town_tk024,town_tk024,town_tk024,town_tk024,town_tk025
lord_tk5_874,三渊藤英,town_tk098,town_tk105,town_tk105,,,
lord_tk5_875,本多政重,town_tk077,town_tk077,town_tk077,town_tk074,town_tk074,town_tk041
lord_tk5_876,栗山善助,town_tk127,town_tk127,town_tk127,town_tk127,town_tk127,town_tk168
lord_tk5_877,多贺谷政广,town_tk040,town_tk040,town_tk040,town_tk040,town_tk040,
lord_tk5_878,土岐为赖,town_tk037,town_tk037,town_tk037,town_tk037,town_tk037,
lord_tk5_879,舞兵库,village_tk205,village_tk205,village_tk205,village_tk205,village_tk205,village_tk205
lord_tk5_880,山上道及,town_tk035,town_tk035,town_tk049,town_tk049,town_tk049,town_tk020
lord_tk5_881,蜂须贺至镇,village_tk206,village_tk206,village_tk206,village_tk206,village_tk206,village_tk206
lord_tk5_882,真田信尹,town_tk062,town_tk062,town_tk062,town_tk062,town_tk062,town_tk062
lord_tk5_883,伊东满所,town_tk173,town_tk173,town_tk173,town_tk173,village_tk230,village_tk230
lord_tk5_884,宫部长房,town_tk094,town_tk094,town_tk094,town_tk096,town_tk096,town_tk118
lord_tk5_885,朝比奈信置,town_tk072,town_tk072,town_tk074,town_tk069,town_tk069,
lord_tk5_886,金森可重,town_tk080,town_tk080,town_tk084,town_tk084,town_tk097,town_tk041
lord_tk5_887,斯波义银,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212,village_tk212
lord_tk5_888,毛利秀赖,town_tk080,town_tk080,town_tk084,town_tk084,town_tk097,
lord_tk5_889,津川义冬,town_tk080,town_tk080,town_tk084,town_tk084,town_tk097,
lord_tk5_890,留守显宗,town_tk019,town_tk019,town_tk019,town_tk019,town_tk019,
lord_tk5_891,原长赖,town_tk083,town_tk080,town_tk084,town_tk060,town_tk060,town_tk113
lord_tk5_892,平塚为广,village_tk206,village_tk206,village_tk206,village_tk206,village_tk206,village_tk206
lord_tk5_893,妻木广忠,town_tk084,town_tk059,town_tk084,town_tk098,town_tk106,
lord_tk5_894,鸟屋尾满荣,town_tk091,town_tk091,town_tk091,town_tk091,,
lord_tk5_895,野村直隆,town_tk094,town_tk094,town_tk094,town_tk096,town_tk127,town_tk113
lord_tk5_896,土居清良,town_tk147,town_tk147,town_tk147,town_tk147,town_tk147,village_tk238
lord_tk5_897,岛津忠直,village_tk199,village_tk199,village_tk199,village_tk199,village_tk199,village_tk199
lord_tk5_898,一柳直末,village_tk216,village_tk216,village_tk216,village_tk216,village_tk216,
lord_tk5_899,三木直赖,,,,,,
lord_tk5_900,杉浦玄任,town_tk113,town_tk113,town_tk113,town_tk113,,
lord_tk5_901,色部显长,town_tk049,town_tk049,town_tk049,town_tk049,town_tk049,
lord_tk5_902,中条藤资,town_tk049,town_tk049,town_tk049,,,
lord_tk5_903,江上家种,town_tk160,town_tk160,town_tk160,town_tk160,town_tk160,
